Unnamed: 0,Airline,Source,Destination,Total_Stops,Price,Date,Month
4844,SpiceJet,Chennai,Kolkata,non-stop,6300,12,3
1043,Air India,Banglore,New Delhi,1 stop,14594,1,3
8715,IndiGo,Banglore,New Delhi,non-stop,12649,1,3
4038,Jet Airways,Kolkata,Banglore,1 stop,12576,12,6
8103,Multiple carriers,Delhi,Cochin,1 stop,6733,27,5
257,Jet Airways,Banglore,Delhi,non-stop,5769,21,6
7916,Air India,Banglore,Delhi,non-stop,6961,21,6
8136,IndiGo,Chennai,Kolkata,non-stop,3858,3,5
9169,Multiple carriers,Delhi,Cochin,1 stop,12192,6,6
8505,Jet Airways,Kolkata,Banglore,1 stop,10844,1,5
2853,Air India,Kolkata,Banglore,2 stops,10676,18,5
5569,Jet Airways,Delhi,Cochin,1 stop,10577,9,6
2101,SpiceJet,Chennai,Kolkata,non-stop,3597,24,5
703,IndiGo,Kolkata,Banglore,non-stop,8872,24,3
503,Air India,Delhi,Cochin,1 stop,8372,6,6
4124,Multiple carriers,Delhi,Cochin,1 stop,6673,27,3
9388,Air India,Delhi,Cochin,1 stop,16142,3,3
1347,Multiple carriers,Delhi,Cochin,1 stop,17057,3,3
6287,Vistara,Banglore,Delhi,non-stop,5403,15,4
5638,Jet Airways,Delhi,Cochin,1 stop,12557,21,3
2260,Jet Airways,Kolkata,Banglore,1 stop,7064,1,4
7854,IndiGo,Kolkata,Banglore,non-stop,4804,12,6
4225,Jet Airways,Delhi,Cochin,1 stop,10262,1,6
372,IndiGo,Banglore,Delhi,non-stop,4823,9,4
8983,SpiceJet,Kolkata,Banglore,1 stop,10944,18,5
4852,IndiGo,Delhi,Cochin,1 stop,5733,27,3
2017,Multiple carriers,Delhi,Cochin,1 stop,15136,6,3
9428,Vistara,Delhi,Cochin,non-stop,6216,24,6
4339,Jet Airways,Delhi,Cochin,2 stops,14441,6,6
5887,IndiGo,Delhi,Cochin,1 stop,6628,27,5
10564,Vistara,Banglore,Delhi,non-stop,4668,12,5
8958,Multiple carriers,Delhi,Cochin,1 stop,12524,24,6
6779,Air India,Chennai,Kolkata,non-stop,4405,24,3
2114,Jet Airways,Banglore,Delhi,non-stop,6478,27,6
998,Multiple carriers,Delhi,Cochin,1 stop,9315,27,5
8703,Jet Airways,Kolkata,Banglore,1 stop,11467,1,4
4028,Jet Airways,Delhi,Cochin,2 stops,14300,12,6
1178,IndiGo,Kolkata,Banglore,non-stop,4462,18,3
551,Jet Airways,Delhi,Cochin,1 stop,19828,3,3
745,IndiGo,Banglore,New Delhi,non-stop,6144,9,3
6908,Air India,Kolkata,Banglore,non-stop,5170,15,3
3774,Jet Airways,Kolkata,Banglore,1 stop,10844,6,5
9017,Air India,Delhi,Cochin,1 stop,7480,9,5
7575,Air India,Kolkata,Banglore,1 stop,8366,12,6
10095,Vistara,Banglore,New Delhi,non-stop,5403,21,3
3314,GoAir,Banglore,Delhi,non-stop,4632,21,4
8078,Air India,Delhi,Cochin,1 stop,8907,3,6
8402,IndiGo,Kolkata,Banglore,non-stop,4804,18,5
8370,IndiGo,Banglore,Delhi,non-stop,4423,18,4
5482,SpiceJet,Banglore,New Delhi,non-stop,3579,24,3
4601,IndiGo,Kolkata,Banglore,1 stop,5069,1,5
5990,Jet Airways,Mumbai,Hyderabad,non-stop,5678,24,6
6761,IndiGo,Delhi,Cochin,1 stop,5307,6,4
7489,Air Asia,Banglore,New Delhi,non-stop,7652,9,3
9591,Jet Airways,Banglore,Delhi,non-stop,5198,12,5
694,Jet Airways,Kolkata,Banglore,1 stop,13067,12,5
2545,SpiceJet,Kolkata,Banglore,non-stop,3873,15,6
6601,Multiple carriers Premium economy,Delhi,Cochin,1 stop,13369,21,3
983,Air India,Kolkata,Banglore,non-stop,5510,3,6
7716,Jet Airways,Kolkata,Banglore,1 stop,10031,24,3
79,SpiceJet,Chennai,Kolkata,non-stop,3332,21,3
5927,Air India,Kolkata,Banglore,non-stop,4435,18,3
3932,Multiple carriers,Delhi,Cochin,1 stop,9794,1,5
10421,Jet Airways,Kolkata,Banglore,1 stop,10844,12,5
2278,Jet Airways,Banglore,Delhi,non-stop,4030,21,5
5616,Multiple carriers,Delhi,Cochin,2 stops,15965,6,6
6382,IndiGo,Delhi,Cochin,1 stop,6232,21,3
8737,Jet Airways,Delhi,Cochin,2 stops,10368,1,6
261,GoAir,Banglore,New Delhi,non-stop,6722,3,3
2154,Jet Airways,Delhi,Cochin,2 stops,12819,24,6
7410,Air Asia,Kolkata,Banglore,1 stop,6857,9,6
2280,Air India,Delhi,Cochin,1 stop,11050,9,3
445,IndiGo,Banglore,Delhi,non-stop,4823,6,4
6187,Jet Airways,Kolkata,Banglore,1 stop,14151,18,5
4977,IndiGo,Banglore,New Delhi,1 stop,5694,9,3
4203,Jet Airways,Kolkata,Banglore,1 stop,14151,12,5
7414,IndiGo,Kolkata,Banglore,non-stop,4804,6,5
8043,Jet Airways,Kolkata,Banglore,1 stop,13067,15,5
10530,Air India,Banglore,New Delhi,1 stop,6273,3,3
1708,Jet Airways,Delhi,Cochin,2 stops,12819,27,6
3315,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
2538,Air India,Delhi,Cochin,2 stops,10975,18,5
10024,Air India,Kolkata,Banglore,2 stops,13873,18,5
5361,SpiceJet,Chennai,Kolkata,non-stop,3543,21,6
68,Air India,Delhi,Cochin,2 stops,10861,21,5
1170,Jet Airways,Kolkata,Banglore,1 stop,13044,12,6
48,Air India,Kolkata,Banglore,1 stop,6117,15,5
1054,Multiple carriers,Delhi,Cochin,2 stops,18485,15,6
84,Multiple carriers,Delhi,Cochin,1 stop,10197,18,5
3174,Air India,Kolkata,Banglore,2 stops,13217,6,6
881,Air India,Kolkata,Banglore,2 stops,15532,15,5
2666,Air India,Banglore,New Delhi,1 stop,13439,1,3
9837,IndiGo,Kolkata,Banglore,1 stop,6218,15,5
2451,Multiple carriers,Delhi,Cochin,1 stop,6883,27,3
4511,Air India,Kolkata,Banglore,non-stop,4145,27,6
5251,IndiGo,Delhi,Cochin,1 stop,6416,27,3
1471,Multiple carriers,Delhi,Cochin,1 stop,12192,12,6
7301,Air India,Banglore,Delhi,non-stop,5228,21,5
6837,IndiGo,Mumbai,Hyderabad,non-stop,2227,1,6
2453,SpiceJet,Kolkata,Banglore,non-stop,4413,18,3
5213,IndiGo,Banglore,Delhi,non-stop,4823,3,4
230,Air India,Kolkata,Banglore,1 stop,14641,24,3
1322,Air India,Mumbai,Hyderabad,non-stop,5462,6,3
41,Air India,Banglore,New Delhi,1 stop,8714,15,3
3061,IndiGo,Chennai,Kolkata,non-stop,3858,18,6
778,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
9537,Multiple carriers,Delhi,Cochin,1 stop,9646,15,5
2384,Air India,Kolkata,Banglore,1 stop,10413,9,6
1736,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
3570,Air India,Delhi,Cochin,2 stops,11911,9,3
579,GoAir,Delhi,Cochin,1 stop,4959,15,6
4417,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
6521,Air Asia,Banglore,Delhi,non-stop,3383,24,4
3100,IndiGo,Banglore,Delhi,non-stop,3943,1,6
7379,Jet Airways,Kolkata,Banglore,1 stop,9663,24,5
3728,Jet Airways,Delhi,Cochin,2 stops,10368,15,6
2886,IndiGo,Delhi,Cochin,non-stop,4729,27,3
1495,Air India,Kolkata,Banglore,2 stops,10408,1,4
8384,Jet Airways,Mumbai,Hyderabad,non-stop,3210,21,5
6266,Jet Airways,Delhi,Cochin,1 stop,10262,15,6
61,Air India,Delhi,Cochin,1 stop,5117,3,4
4899,IndiGo,Kolkata,Banglore,1 stop,7252,6,5
4446,Multiple carriers,Delhi,Cochin,1 stop,8601,21,3
7303,Jet Airways,Delhi,Cochin,2 stops,15812,1,6
402,Air India,Delhi,Cochin,3 stops,10493,15,6
332,GoAir,Banglore,Delhi,non-stop,4239,9,4
2096,Air India,Delhi,Cochin,2 stops,10441,6,6
3079,Air Asia,Delhi,Cochin,1 stop,8327,21,5
6425,Air India,Mumbai,Hyderabad,1 stop,11678,6,3
7635,Air India,Banglore,Delhi,non-stop,5228,9,6
6230,Vistara,Banglore,Delhi,non-stop,4668,18,6
164,SpiceJet,Delhi,Cochin,1 stop,5264,12,6
4730,IndiGo,Kolkata,Banglore,non-stop,4174,18,4
2732,Jet Airways,Kolkata,Banglore,1 stop,13067,9,5
10457,Jet Airways,Delhi,Cochin,1 stop,17024,3,3
5796,Jet Airways,Kolkata,Banglore,1 stop,13759,24,3
5729,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
7831,Air Asia,Kolkata,Banglore,1 stop,5192,1,4
2772,IndiGo,Chennai,Kolkata,non-stop,4332,15,5
6545,IndiGo,Banglore,Delhi,non-stop,4823,21,6
7866,Vistara,Kolkata,Banglore,1 stop,9345,18,5
1336,Air India,Delhi,Cochin,2 stops,10660,9,3
8050,Jet Airways,Kolkata,Banglore,1 stop,11134,24,3
2883,Air India,Banglore,New Delhi,1 stop,14305,1,3
1663,Jet Airways,Kolkata,Banglore,1 stop,11134,24,3
4264,Multiple carriers,Delhi,Cochin,1 stop,7618,27,5
754,Air Asia,Delhi,Cochin,1 stop,8759,9,6
3086,Air India,Delhi,Cochin,2 stops,11622,9,3
7358,Jet Airways,Delhi,Cochin,2 stops,13882,9,6
7813,IndiGo,Kolkata,Banglore,non-stop,4804,24,4
8500,Jet Airways,Banglore,New Delhi,1 stop,14815,18,3
707,Jet Airways,Kolkata,Banglore,1 stop,13941,9,5
2994,Air India,Delhi,Cochin,1 stop,8635,24,3
10281,Multiple carriers,Delhi,Cochin,1 stop,14067,21,5
4231,Air India,Kolkata,Banglore,2 stops,12723,15,5
9157,Jet Airways,Kolkata,Banglore,1 stop,14151,9,6
7321,Jet Airways,Delhi,Cochin,1 stop,18550,3,3
10544,Multiple carriers,Delhi,Cochin,1 stop,10877,12,6
10226,Air Asia,Delhi,Cochin,1 stop,6151,21,3
3176,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
7497,Jet Airways,Banglore,New Delhi,1 stop,13502,3,3
10196,Multiple carriers,Delhi,Cochin,1 stop,6513,15,5
9573,Jet Airways,Kolkata,Banglore,1 stop,12692,9,6
1842,Air India,Kolkata,Banglore,2 stops,14960,21,5
3664,Air Asia,Kolkata,Banglore,non-stop,4384,15,3
6064,IndiGo,Banglore,Delhi,non-stop,4823,27,5
7271,Jet Airways,Mumbai,Hyderabad,non-stop,5678,1,6
5013,Jet Airways,Banglore,New Delhi,1 stop,31825,1,3
6186,Multiple carriers,Delhi,Cochin,1 stop,13727,9,5
5679,Air India,Banglore,New Delhi,2 stops,12358,3,3
7752,Multiple carriers,Delhi,Cochin,3 stops,15629,9,6
8089,Multiple carriers,Delhi,Cochin,1 stop,6427,27,3
10671,Air India,Mumbai,Hyderabad,non-stop,3100,6,6
6027,IndiGo,Banglore,New Delhi,non-stop,8033,24,3
2274,Air India,Kolkata,Banglore,1 stop,12173,24,3
2258,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
836,Multiple carriers,Delhi,Cochin,1 stop,9646,6,6
8920,Jet Airways,Delhi,Cochin,1 stop,12242,27,3
10101,Multiple carriers,Delhi,Cochin,1 stop,7198,27,5
432,Air India,Kolkata,Banglore,2 stops,12639,1,4
8992,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
4135,GoAir,Banglore,New Delhi,non-stop,7646,3,3
9132,IndiGo,Kolkata,Banglore,non-stop,4804,6,6
7401,Vistara,Mumbai,Hyderabad,1 stop,12395,6,3
9959,Jet Airways,Delhi,Cochin,2 stops,10929,27,3
6573,Air India,Mumbai,Hyderabad,non-stop,3100,15,6
9282,Jet Airways,Banglore,New Delhi,1 stop,10405,15,3
1195,Jet Airways,Kolkata,Banglore,1 stop,10844,6,6
7745,Jet Airways,Kolkata,Banglore,1 stop,13067,9,5
2926,Multiple carriers,Delhi,Cochin,1 stop,13677,9,3
6655,Jet Airways,Banglore,New Delhi,1 stop,17261,6,3
7755,Multiple carriers,Delhi,Cochin,1 stop,13377,27,5
10445,Air India,Delhi,Cochin,2 stops,12646,6,6
3264,Jet Airways,Delhi,Cochin,1 stop,17024,3,3
5747,Air India,Kolkata,Banglore,1 stop,12173,24,3
3723,Jet Airways,Delhi,Cochin,1 stop,10262,9,6
6337,Jet Airways,Delhi,Cochin,2 stops,11733,6,6
3920,Vistara,Kolkata,Banglore,1 stop,7980,1,4
2746,Multiple carriers,Delhi,Cochin,2 stops,16840,18,5
10571,Air India,Kolkata,Banglore,2 stops,14897,24,5
4173,Jet Airways,Delhi,Cochin,1 stop,6540,27,3
433,Jet Airways,Banglore,Delhi,non-stop,5198,18,4
4868,GoAir,Delhi,Cochin,1 stop,6591,21,4
3550,SpiceJet,Mumbai,Hyderabad,non-stop,2017,6,6
8338,Jet Airways,Banglore,New Delhi,1 stop,9134,9,3
9692,Air India,Kolkata,Banglore,1 stop,5567,24,3
104,Air India,Banglore,Delhi,non-stop,6121,1,5
5732,Jet Airways,Delhi,Cochin,1 stop,14714,1,6
1660,IndiGo,Delhi,Cochin,1 stop,7191,18,5
7597,IndiGo,Chennai,Kolkata,non-stop,3384,27,3
1537,IndiGo,Delhi,Cochin,1 stop,14871,6,3
3008,SpiceJet,Delhi,Cochin,1 stop,5975,21,5
9789,Vistara,Kolkata,Banglore,1 stop,8820,6,6
1334,SpiceJet,Chennai,Kolkata,non-stop,3597,18,5
6145,IndiGo,Delhi,Cochin,1 stop,7738,21,3
8035,Jet Airways,Delhi,Cochin,1 stop,14714,3,6
9231,Air India,Kolkata,Banglore,2 stops,4647,3,4
1447,Jet Airways,Kolkata,Banglore,1 stop,13941,12,5
10262,Vistara,Kolkata,Banglore,1 stop,13310,24,3
214,IndiGo,Delhi,Cochin,1 stop,6842,1,6
3380,Air Asia,Delhi,Cochin,1 stop,6853,15,5
5988,IndiGo,Delhi,Cochin,1 stop,7060,9,6
8080,Multiple carriers,Delhi,Cochin,2 stops,24528,3,3
2930,Air India,Banglore,Delhi,non-stop,6961,18,6
5008,IndiGo,Banglore,Delhi,non-stop,4823,12,4
8411,Air India,Banglore,Delhi,non-stop,5228,9,5
1423,SpiceJet,Kolkata,Banglore,non-stop,3841,18,5
8204,Air India,Kolkata,Banglore,3 stops,14960,9,6
9007,IndiGo,Delhi,Cochin,1 stop,6386,1,6
181,Jet Airways,Mumbai,Hyderabad,non-stop,5678,27,3
6204,Vistara,Chennai,Kolkata,non-stop,3687,9,5
9262,GoAir,Delhi,Cochin,1 stop,9069,3,6
2458,Air India,Banglore,Delhi,non-stop,6961,6,6
7452,Vistara,Kolkata,Banglore,1 stop,9870,24,5
3515,Jet Airways,Delhi,Cochin,2 stops,10368,12,6
9891,Air India,Delhi,Cochin,2 stops,12646,6,3
5226,Air India,Kolkata,Banglore,2 stops,10676,12,5
3719,IndiGo,Banglore,Delhi,non-stop,4823,27,4
8591,Air Asia,Kolkata,Banglore,non-stop,4409,15,6
3197,Jet Airways,Kolkata,Banglore,1 stop,10844,15,5
1225,Jet Airways,Banglore,New Delhi,1 stop,12284,18,3
5462,Jet Airways,Delhi,Cochin,1 stop,10262,24,6
70,Jet Airways,Mumbai,Hyderabad,non-stop,5678,1,6
544,Vistara,Kolkata,Banglore,1 stop,16092,24,3
1206,Air India,Kolkata,Banglore,1 stop,10203,1,5
3987,Vistara,Delhi,Cochin,non-stop,6216,21,6
4506,Jet Airways,Kolkata,Banglore,1 stop,8586,9,5
9707,Jet Airways,Delhi,Cochin,1 stop,12898,27,5
3171,Multiple carriers,Delhi,Cochin,1 stop,16259,9,3
2651,SpiceJet,Banglore,Delhi,non-stop,4423,9,6
10335,Jet Airways,Banglore,Delhi,non-stop,7229,24,5
3981,Jet Airways,Delhi,Cochin,1 stop,13843,6,3
8852,Jet Airways,Kolkata,Banglore,1 stop,11467,6,5
4768,SpiceJet,Kolkata,Banglore,non-stop,4491,6,5
9159,IndiGo,Mumbai,Hyderabad,non-stop,2754,24,6
9276,Air India,Banglore,New Delhi,1 stop,10657,9,3
9897,SpiceJet,Mumbai,Hyderabad,non-stop,2017,18,6
878,SpiceJet,Kolkata,Banglore,non-stop,3815,21,3
9001,SpiceJet,Banglore,New Delhi,non-stop,4273,18,3
196,Jet Airways,Kolkata,Banglore,1 stop,12471,12,6
10402,Jet Airways,Kolkata,Banglore,1 stop,9899,12,6
3411,Jet Airways,Delhi,Cochin,1 stop,5963,27,3
4036,IndiGo,Delhi,Cochin,1 stop,6842,3,6
7021,Multiple carriers,Delhi,Cochin,1 stop,7005,6,6
3019,Jet Airways,Kolkata,Banglore,1 stop,9663,9,5
2584,Jet Airways,Mumbai,Hyderabad,1 stop,19595,6,3
6423,Multiple carriers,Delhi,Cochin,1 stop,13587,6,6
8084,Air India,Kolkata,Banglore,1 stop,10203,6,5
9181,Jet Airways,Delhi,Cochin,1 stop,10262,6,6
9991,SpiceJet,Kolkata,Banglore,1 stop,9923,24,3
6875,SpiceJet,Mumbai,Hyderabad,non-stop,2227,18,5
6365,Jet Airways,Banglore,Delhi,non-stop,7229,6,4
5968,Air India,Mumbai,Hyderabad,2 stops,13253,6,3
6587,Air India,Delhi,Cochin,1 stop,8907,27,5
2887,Multiple carriers,Delhi,Cochin,1 stop,7670,18,5
2735,Air India,Kolkata,Banglore,2 stops,10676,12,5
9212,IndiGo,Kolkata,Banglore,non-stop,4804,9,5
10545,Jet Airways,Banglore,Delhi,non-stop,7229,21,4
7759,Air India,Mumbai,Hyderabad,non-stop,11185,3,3
9621,Multiple carriers,Delhi,Cochin,1 stop,7242,21,3
188,IndiGo,Kolkata,Banglore,non-stop,4804,3,6
7693,Multiple carriers,Delhi,Cochin,1 stop,7198,12,6
8237,Air India,Kolkata,Banglore,2 stops,10697,18,5
2698,Air India,Kolkata,Banglore,2 stops,13222,18,5
4923,IndiGo,Kolkata,Banglore,non-stop,6985,24,3
4116,Air India,Delhi,Cochin,2 stops,12392,9,6
6062,Jet Airways,Delhi,Cochin,1 stop,7438,21,3
8755,Jet Airways,Kolkata,Banglore,1 stop,10844,18,5
218,Jet Airways,Banglore,Delhi,non-stop,7229,12,5
5366,GoAir,Kolkata,Banglore,non-stop,3514,24,6
7285,SpiceJet,Kolkata,Banglore,non-stop,3841,27,4
5495,IndiGo,Kolkata,Banglore,non-stop,4804,27,6
2556,Jet Airways,Banglore,New Delhi,1 stop,25735,1,3
6466,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
1246,Jet Airways,Banglore,New Delhi,1 stop,26890,1,3
420,IndiGo,Delhi,Cochin,1 stop,6442,15,5
9409,SpiceJet,Kolkata,Banglore,non-stop,4174,6,5
10613,Jet Airways,Banglore,Delhi,non-stop,8016,3,6
2069,Jet Airways,Kolkata,Banglore,1 stop,10844,9,6
9026,Vistara,Kolkata,Banglore,1 stop,9345,15,5
10450,Jet Airways,Kolkata,Banglore,1 stop,14388,12,5
4164,IndiGo,Banglore,Delhi,non-stop,4284,3,5
5026,Vistara,Banglore,Delhi,non-stop,5403,24,4
1168,IndiGo,Kolkata,Banglore,1 stop,9806,24,3
254,Air India,Delhi,Cochin,1 stop,6587,21,3
8716,Multiple carriers,Delhi,Cochin,1 stop,17267,6,3
415,Vistara,Kolkata,Banglore,1 stop,11105,24,3
9019,Jet Airways,Banglore,New Delhi,1 stop,31825,1,3
9783,IndiGo,Delhi,Cochin,1 stop,5073,27,4
3906,Air India,Delhi,Cochin,2 stops,8603,12,6
3539,Jet Airways,Kolkata,Banglore,1 stop,13626,12,6
760,IndiGo,Delhi,Cochin,1 stop,14871,3,3
1388,Air India,Kolkata,Banglore,non-stop,5510,18,4
654,IndiGo,Mumbai,Hyderabad,non-stop,2754,9,6
1203,Air India,Delhi,Cochin,2 stops,13538,9,5
2425,Vistara,Banglore,Delhi,non-stop,4668,27,5
6798,Jet Airways,Banglore,New Delhi,1 stop,6163,21,3
8720,SpiceJet,Kolkata,Banglore,non-stop,5515,3,3
7213,Air India,Mumbai,Hyderabad,non-stop,3100,21,3
3429,IndiGo,Delhi,Cochin,1 stop,6069,27,6
5919,Air India,Delhi,Cochin,1 stop,12029,27,5
4092,SpiceJet,Mumbai,Hyderabad,non-stop,2017,12,5
3066,Air Asia,Delhi,Cochin,1 stop,8759,1,6
2848,IndiGo,Delhi,Cochin,non-stop,5406,18,3
3634,Jet Airways,Kolkata,Banglore,1 stop,11134,24,3
328,IndiGo,Banglore,New Delhi,non-stop,7303,24,3
7772,Jet Airways,Delhi,Cochin,2 stops,10368,24,6
6689,Jet Airways,Kolkata,Banglore,1 stop,11467,6,5
9937,Jet Airways,Kolkata,Banglore,1 stop,9663,1,5
8793,Jet Airways,Kolkata,Banglore,2 stops,10118,21,5
2074,Multiple carriers,Delhi,Cochin,1 stop,7155,27,6
7343,Multiple carriers,Delhi,Cochin,1 stop,7268,24,6
4499,Air India,Banglore,Delhi,non-stop,6961,24,6
3055,Air India,Banglore,New Delhi,1 stop,4943,21,3
8919,Air India,Banglore,New Delhi,1 stop,8767,9,3
4070,Jet Airways,Kolkata,Banglore,1 stop,10844,9,5
3942,IndiGo,Delhi,Cochin,1 stop,6093,12,6
4932,Jet Airways,Mumbai,Hyderabad,non-stop,8040,1,4
1283,Jet Airways,Delhi,Cochin,1 stop,10577,9,6
3041,Air India,Kolkata,Banglore,2 stops,11432,9,5
3051,IndiGo,Kolkata,Banglore,non-stop,4778,6,3
8834,IndiGo,Delhi,Cochin,1 stop,5883,3,6
2650,Vistara,Chennai,Kolkata,non-stop,11982,9,6
5475,Jet Airways,Delhi,Cochin,1 stop,6017,27,3
7193,Jet Airways,Kolkata,Banglore,1 stop,8586,24,5
8140,Air Asia,Kolkata,Banglore,non-stop,3807,18,6
3040,Jet Airways,Delhi,Cochin,1 stop,10262,12,6
2966,Jet Airways,Banglore,New Delhi,1 stop,17261,6,3
6824,Jet Airways,Kolkata,Banglore,1 stop,8586,15,5
9595,SpiceJet,Mumbai,Hyderabad,non-stop,2227,3,5
4381,Multiple carriers,Delhi,Cochin,1 stop,7485,21,5
8945,Jet Airways,Kolkata,Banglore,1 stop,10844,24,5
2679,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
8803,IndiGo,Delhi,Cochin,1 stop,7060,9,3
1284,Jet Airways,Delhi,Cochin,1 stop,12032,27,3
4206,Jet Airways,Delhi,Cochin,2 stops,17019,9,3
1365,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
4388,Multiple carriers,Delhi,Cochin,1 stop,8614,15,6
4893,Jet Airways,Kolkata,Banglore,1 stop,14571,9,6
1441,IndiGo,Banglore,Delhi,non-stop,4823,15,4
3511,Jet Airways,Kolkata,Banglore,1 stop,13941,15,5
10280,Air Asia,Kolkata,Banglore,1 stop,6785,24,3
4898,IndiGo,Kolkata,Banglore,non-stop,4804,21,6
56,Air India,Banglore,New Delhi,2 stops,17345,1,3
10151,Jet Airways,Banglore,New Delhi,1 stop,13555,18,3
9010,Air Asia,Banglore,Delhi,non-stop,4483,18,5
5898,IndiGo,Chennai,Kolkata,non-stop,6297,15,3
1852,Multiple carriers,Delhi,Cochin,1 stop,13587,24,6
4722,Jet Airways,Delhi,Cochin,1 stop,13843,9,3
9123,Jet Airways,Kolkata,Banglore,1 stop,13584,6,5
6227,Jet Airways,Kolkata,Banglore,1 stop,14781,21,5
2899,Multiple carriers,Delhi,Cochin,1 stop,10678,27,6
1750,Jet Airways,Kolkata,Banglore,1 stop,14151,12,5
3409,IndiGo,Banglore,New Delhi,non-stop,6860,24,3
9064,Multiple carriers,Delhi,Cochin,1 stop,7038,1,6
4525,Air India,Delhi,Cochin,1 stop,7468,9,6
4657,Vistara,Banglore,Delhi,non-stop,4668,24,6
9339,Air India,Banglore,Delhi,non-stop,5228,27,4
8003,Vistara,Kolkata,Banglore,1 stop,8662,1,4
741,Jet Airways,Kolkata,Banglore,1 stop,9663,6,5
7121,GoAir,Delhi,Cochin,1 stop,6922,27,4
9494,Multiple carriers,Delhi,Cochin,1 stop,10197,27,5
8580,Air India,Delhi,Cochin,2 stops,12383,9,6
1628,Air India,Delhi,Cochin,2 stops,13276,21,5
524,Jet Airways,Banglore,New Delhi,1 stop,7832,21,3
7362,IndiGo,Mumbai,Hyderabad,non-stop,2754,21,5
10567,Jet Airways,Kolkata,Banglore,1 stop,14571,9,6
3261,IndiGo,Banglore,Delhi,non-stop,4823,21,6
5469,Vistara,Banglore,Delhi,non-stop,5823,24,5
3284,Jet Airways,Banglore,Delhi,non-stop,8016,18,6
6063,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
7474,Jet Airways,Delhi,Cochin,1 stop,10262,3,6
9993,Air India,Chennai,Kolkata,non-stop,4667,9,6
435,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
3623,IndiGo,Delhi,Cochin,1 stop,7081,18,5
10082,Air India,Kolkata,Banglore,1 stop,10413,24,5
308,Air India,Delhi,Cochin,2 stops,11753,6,6
1569,Air Asia,Delhi,Cochin,1 stop,7452,18,5
2645,GoAir,Banglore,Delhi,non-stop,3898,1,5
6251,Jet Airways,Delhi,Cochin,1 stop,12373,9,5
4941,Air India,Delhi,Cochin,1 stop,11038,6,3
401,Jet Airways,Delhi,Cochin,2 stops,13292,3,6
9303,Vistara,Banglore,New Delhi,non-stop,21730,1,3
3090,Jet Airways,Delhi,Cochin,1 stop,12373,18,5
882,Jet Airways,Mumbai,Hyderabad,non-stop,4995,6,6
434,Vistara,Banglore,Delhi,non-stop,4878,1,6
7948,Multiple carriers,Delhi,Cochin,2 stops,6653,21,3
